t,value,concept
1,-0.2082983174352293,1
2,-0.46052033427553707,1
3,0.9722260107876631,1
4,0.5953240089123879,1
5,-0.10250656798872737,1
6,-1.597160053009696,1
7,1.374087212627125,1
8,-0.3893661663696837,1
9,0.5197671084209574,1
10,0.1536951430216214,1
11,0.6336298977707483,1
12,-0.27158038874880785,1
13,-0.15141092614192297,1
14,-0.6224404240741719,1
15,0.7966621391974045,1
16,1.5230043117580812,1
17,0.0505900994045122,1
18,0.3211655311879862,1
19,-0.17840761586622209,1
20,0.9474114016180539,1
21,-0.6610098967062551,1
22,0.10766995542875119,1
23,0.7308142436408861,1
24,-1.1112119896164667,1
25,-0.4190494432318097,1
26,0.1808755618404333,1
27,1.7136725230440042,1
28,-0.3952224347697736,1
29,0.03265709585344059,1
30,1.8278017680865364,1
31,-1.122327829246197,1
32,0.7429241746046569,1
33,1.6751463158318443,1
34,-0.29022600000593446,1
35,-0.21978339940398026,1
36,0.5398461345281685,1
37,-0.40287959523108474,1
38,0.44665877225301787,1
39,-0.2922814922916616,1
40,0.5366597454247843,1
41,-1.5059932506527192,1
42,1.1399543433478143,1
43,0.464727947847439,1
44,-0.02781999505542007,1
45,0.41241448226435806,1
46,0.06236136555876552,1
47,0.09903437466250964,1
48,1.7488692936560049,1
49,-0.6294882667461177,1
50,1.6216930572424486,1
51,1.2626626119392022,1
52,-1.5170202734857314,1
53,0.1630780289881859,1
54,1.1698531902264784,1
55,-0.6891790691898374,1
56,0.047340045029715366,1
57,-0.20471513598645194,1
58,0.8015352371217253,1
59,-0.6726424351712771,1
60,0.4741453487388242,1
61,0.37933367848043836,1
62,-0.7878743110522142,1
63,0.28011841941486054,1
64,-0.5221426366930115,1
65,0.30154301139231127,1
66,-0.19179200124879062,1
67,1.0825562488728693,1
68,-0.32036153773097775,1
69,0.7832571945236013,1
70,0.03865031152152856,1
71,0.9983896260902192,1
72,-0.1899481215116045,1
73,-0.128913391857562,1
74,1.0388550532050909,1
75,-0.31574968763888256,1
76,-1.7772077967808735,1
77,2.4760480920976256,1
78,-1.1072842370965377,1
79,-0.006337125851166858,1
80,0.5104404020983473,1
81,-0.23962777856004594,1
82,0.8491830233240664,1
83,-0.3298504658835145,1
84,-0.22350788776390423,1
85,1.108202059637671,1
86,-1.0140650689901225,1
87,-0.1455887203215342,1
88,0.17566995998790197,1
89,-0.4655774586175493,1
90,1.6479589925477542,1
91,-0.34942838103688967,1
92,-1.2793956232016632,1
93,1.93902841228329,1
94,-0.09295992899714922,1
95,0.42293322278942347,1
96,0.9500003023862842,1
97,-0.4794457203525148,1
98,-0.17130031462188036,1
99,1.6701216329849715,1
100,-0.6821232494235965,1
101,0.23741888092929134,1
102,-0.11348567711610782,1
103,0.7160628589151874,1
104,-0.5785640014642425,1
105,0.07377466488598863,1
106,0.7807507275115001,1
107,-0.1277592328269139,1
108,0.058481686394207755,1
109,1.4532553448816703,1
110,-1.7526827527851685,1
111,-0.24974947603610098,1
112,2.483377921688477,1
113,-0.47381356758767984,1
114,1.1401741740500677,1
115,0.2995196448243309,1
116,0.8021820448904671,1
117,0.12167572026934474,1
118,-1.8286459845306855,1
119,0.4252191368550357,1
120,2.9413358072595113,1
121,0.05799923546551696,1
122,0.5599649081589946,1
123,0.21434115486318728,1
124,0.6616400599094412,1
125,-1.557178034352924,1
126,-0.294208108664646,1
127,2.8075664006387644,1
128,-1.388382152995761,1
129,0.39784439819981166,1
130,-1.337686235818713,1
131,1.4886264864043348,1
132,0.33703009502492587,1
133,0.4364003858831679,1
134,-0.7269886409436649,1
135,-0.2468534974546262,1
136,0.8859793952998896,1
137,0.006195070119020235,1
138,3.2879988259772444,1
139,-2.7758096067218783,1
140,2.004642358060697,1
141,-1.3773262961232542,1
142,1.546007925842316,1
143,1.8177084396678205,1
144,-0.11484681636729463,1
145,1.1954923808661018,1
146,-0.21139122660954948,1
147,0.049514733054843774,1
148,-0.13312209827708027,1
149,0.3084444343815969,1
150,0.5186790674811042,1
151,0.5390970316788805,1
152,-0.41273240959256796,1
153,0.5830577678493011,1
154,-0.6889928335116262,1
155,0.02610815419585863,1
156,-0.34815921180962667,1
157,0.731744984899541,1
158,-0.06350437208021045,1
159,1.5188515547459336,1
160,-0.6082774509527373,1
161,1.2133087672475602,1
162,-0.6908432089574659,1
163,0.5629504116139386,1
164,2.0487256186079503,1
165,-1.9283000250587599,1
166,0.0527836727700961,1
167,0.7750469395013788,1
168,0.24430948869623287,1
169,-1.3935295367184954,1
170,2.1378198598118545,1
171,2.3092053712955996,1
172,-1.2332447392666752,1
173,0.29622489044418443,1
174,1.7411770851507176,1
175,0.36624171317843246,1
176,1.9504636347834983,1
177,-1.1329772424293103,1
178,2.6441421626697954,1
179,-1.5310816359920913,1
180,0.8416687934028129,1
181,0.13325721607134838,1
182,-0.7994164192881024,1
183,-0.16940665576537906,1
184,1.1915037025695536,1
185,1.6931206026720722,1
186,-0.8379476670617929,1
187,0.48246110854770935,1
188,-0.13817048862518178,1
189,-0.5345138682982408,1
190,1.3897158649765498,1
191,-1.557127598159183,1
192,0.23800468503042183,1
193,0.2461363594441426,1
194,0.21375665912707953,1
195,0.0002202925657564538,1
196,-0.09153206885394001,1
197,-0.7006763631777618,1
198,0.9302289537358776,1
199,0.6643590056892841,1
200,-0.7237834153570459,1
201,-0.01597967873261677,1
202,0.3885272219118868,1
203,0.0029449413705616156,1
204,0.5557008701384392,1
205,-1.770997877034386,1
206,0.6176617132721985,1
207,1.092753351185462,1
208,0.11302954773944382,1
209,0.682890900232194,1
210,1.1199338571285506,1
211,-0.33774617543072394,1
212,2.2596563507554293,1
213,-1.9127487724959855,1
214,0.35806832788638315,1
215,-0.025404704114046328,1
216,0.5324151404769932,1
217,0.9016823346329278,1
218,-0.8734955794879654,1
219,0.2084596323876672,1
220,0.37196840332488956,1
221,-0.07173524231481299,1
222,-1.0528470487598673,1
223,0.06939085390039257,1
224,1.382539936903226,1
225,-0.23141098898074783,1
226,1.9298954459116546,1
227,-1.6242511431793842,1
228,0.557733865479111,1
229,-0.17005044273530256,1
230,0.32320850942249324,1
231,-0.19353008839397018,1
232,-0.14416046410064198,1
233,0.5072868497624607,1
234,-0.5574488572316277,1
235,-0.3881758217523088,1
236,0.49341007804365905,1
237,-0.9823126551164917,1
238,0.7431331736191967,1
239,3.4621343188722795,1
240,-1.6339288687493054,1
241,1.2949365722469008,1
242,-0.22061179744383613,1
243,0.9245658161102266,1
244,0.1816899966731112,1
245,0.17467119342008702,1
246,-0.269632678491678,1
247,0.45354833829358765,1
248,0.2024391653289553,1
249,-0.378066147431516,1
250,-0.462878435534791,1
251,0.4992725295449478,1
252,0.6810902621765833,1
253,0.09238991213250167,1
254,-1.2469166199650987,1
255,-0.01044224697813731,1
256,2.2995087979336444,1
257,-0.13978954120788825,1
258,0.9336001112620311,1
259,-0.8932631926624264,1
260,1.2019769313091677,1
261,-2.0680190081336938,1
262,-0.9196274850421564,1
263,3.717004787943157,1
264,0.3963808684247756,1
265,0.23588405327647843,1
266,0.5022280917889553,1
267,-0.3460504751841861,1
268,0.49756303501791743,1
269,-0.18234262434147847,1
270,0.5674538926139223,1
271,-0.3760378704131676,1
272,-0.04655735584508691,1
273,0.11626689811966352,1
274,-0.5629954837456727,1
275,1.6895560077624088,1
276,-1.1310774651857534,1
277,0.7090225705267978,1
278,-0.9587231091095944,1
279,0.06454675239921705,1
280,0.8105264873862728,1
281,3.37962978908473,1
282,-3.6911309933253826,1
283,1.5516200607743698,1
284,0.15229610952518655,1
285,0.0019172290940942388,1
286,1.1769327892640777,1
287,-0.5773131119463679,1
288,-0.29839018267916556,1
289,0.7773854972568988,1
290,-0.004525716787136758,1
291,1.9088665385533523,1
292,-2.13962928903124,1
293,0.8947151976956875,1
294,-0.5263851100553353,1
295,0.5657193229274241,1
296,0.6601154242500353,1
297,-1.0889238321811399,1
298,-0.6061112746015853,1
299,1.033642967529281,1
300,0.8181500320695682,1
301,0.0789536473924258,1
302,0.9197451163535528,1
303,0.33822576158538453,1
304,0.34032972572654513,1
305,-0.8488540804762585,1
306,1.6943187603864411,1
307,-2.0606911294276355,1
308,1.052500882161897,1
309,-0.3429888933861067,1
310,1.1765368227863913,1
311,-1.679772934280182,1
312,1.2261516359813591,1
313,-0.9527864786072228,1
314,1.5627944882967642,1
315,-1.4370656233261716,1
316,1.3829583748184442,1
317,-1.185941039967574,1
318,0.08067188278491874,1
319,1.372630317064191,1
320,-0.6315155484015449,1
321,0.9027720449749409,1
322,-0.8452069901670171,1
323,-0.10511491198685241,1
324,-1.051178814689955,1
325,1.1468172885271413,1
326,4.015367376875531,1
327,-2.671495628933576,1
328,-0.1743321430177316,1
329,2.9499892785510458,1
330,-0.1499060313459774,1
331,3.782871516545605,1
332,1.6734762989426313,1
333,0.03393596393318438,1
334,-0.6969845374017116,1
335,0.5194206601690052,1
336,0.7718699878918285,1
337,-0.8515104465543227,1
338,0.7294084189474321,1
339,0.171465884663946,1
340,-0.7616196912098766,1
341,0.23128290190419268,1
342,0.45290930009320846,1
343,-1.3874790429802106,1
344,0.24860756816919105,1
345,2.9536847075406043,1
346,1.1734651000113443,1
347,0.6122201211766312,1
348,-0.774457368814149,1
349,-1.555949608212137,1
350,1.688951766081014,1
351,3.8331927381026647,1
352,-0.2380277981294073,1
353,0.5404721731487339,1
354,0.4545642347150801,1
355,-0.7024792033293471,1
356,0.30248653106708356,1
357,-0.2728498081334655,1
358,1.239948287650455,1
359,-1.6130085369672709,1
360,-0.033745406535119926,1
361,-0.16270839413633634,1
362,2.4122465603543004,1
363,-1.5923914109183954,1
364,-0.725636577709191,1
365,1.542966038600878,1
366,2.1049559645787865,1
367,-0.9524939114334959,1
368,1.5044206465850494,1
369,-2.194968302316051,1
370,0.9279245389937222,1
371,-0.8985482198147874,1
372,-0.23638827814268376,1
373,2.3725246976141285,1
374,-0.9344069631498773,1
375,-1.0678159256068374,1
376,0.8077799571667533,1
377,1.2759191709812114,1
378,0.059294774356950866,1
379,0.1667483957804799,1
380,0.1424770043190281,1
381,1.2628149742031078,1
382,1.0762836651283785,1
383,-0.1476685773902549,1
384,0.02067712333042182,1
385,0.8440647206897125,1
386,-1.138849313944537,1
387,-0.14446600559072487,1
388,1.9466402660077538,1
389,-0.7815897519203845,1
390,0.10983076535304204,1
391,-0.38694468830394635,1
392,1.2831648383379255,1
393,0.22929851920796876,1
394,-1.3345173288717527,1
395,0.3791393453538163,1
396,1.2764160426456184,1
397,-0.2941529253765047,1
398,-0.007421993111411382,1
399,-0.44953219943213996,1
400,1.3153532230536367,1
401,-1.0716615929909254,1
402,-0.31467038586682944,1
403,0.6036041348548512,1
404,0.41302765796278784,1
405,0.9151558327638032,1
406,-1.705929338713548,1
407,-0.22122413130890495,1
408,1.5199681203046143,1
409,1.8345914378197705,1
410,-1.4419716842777006,1
411,0.8229320028238167,1
412,-0.023686593000777058,1
413,-0.04728032965168748,1
414,0.49722918589249115,1
415,-0.8626354515460043,1
416,1.0342369435441376,1
417,-0.21849779103059624,1
418,1.2292688482948047,1
419,-1.886800663486118,1
420,-0.41790954991585605,1
421,1.9552691985688382,1
422,0.8829789701704142,1
423,1.6048564234785465,1
424,0.7037602390715866,1
425,0.691861397412763,1
426,1.1023260003502267,1
427,0.6996717887063844,1
428,-1.3364960563788935,1
429,-0.46856284763995604,1
430,1.4789953932749615,1
431,1.90850767004658,1
432,1.6828845236163168,1
433,-0.5146812946447351,1
434,1.5175827402145887,1
435,0.4381413776972268,1
436,-1.8623523485868942,1
437,1.935210195205397,1
438,0.0011699971346077476,1
439,-0.08986292784187694,1
440,0.6155997357882288,1
441,-0.17366979861376824,1
442,1.5437119452543557,1
443,-1.6002934465027836,1
444,0.44580514098658697,1
445,0.787831708359641,1
446,-0.7951001992608183,1
447,-0.8230641453165526,1
448,0.9812561063445079,1
449,0.6698129824557852,1
450,-0.46063379322167786,1
451,1.3217058169845501,1
452,0.09862843154434436,1
453,0.18997536366872425,1
454,0.918594340230814,1
455,-0.41796946861076595,1
456,-0.7779131201771494,1
457,0.10861375598884254,1
458,-0.38026874532691296,1
459,2.094424501762905,1
460,2.092046276450217,1
461,-1.0473964532291888,1
462,1.6672065593906777,1
463,-2.623854844549065,1
464,-0.1990850133584665,1
465,2.37385505973204,1
466,1.258984613489949,1
467,-1.5046720948009027,1
468,0.42735384155183154,1
469,0.49767341672648335,1
470,-0.45661349150799635,1
471,0.5277854278434363,1
472,-0.25903259291758346,1
473,-0.7414443089286943,1
474,0.3230710100273676,1
475,1.3184049247657768,1
476,-0.8910576449619458,1
477,0.2890234732146904,1
478,1.0774192488569632,1
479,-2.0086668147702476,1
480,0.20912265108831457,1
481,1.8151975740583723,1
482,0.7509425546782046,1
483,-1.2114945502715575,1
484,0.6718872488955816,1
485,-1.0671869593039625,1
486,-0.20231930635908507,1
487,2.2580862669676596,1
488,0.23509990152468818,1
489,-1.1327207087174775,1
490,0.1867536127282382,1
491,1.8722185771290663,1
492,-1.0140866766206738,1
493,0.07442644060164316,1
494,0.11515098416950048,1
495,-0.6516069950590556,1
496,-1.063682917245786,1
497,3.627805014542164,1
498,1.7548175019917027,1
499,-0.10096289193015584,1
500,-0.36604589674904886,1
501,-1.1564524915851828,1
502,0.9990107064824345,1
503,1.3767134032844943,1
504,0.4821996093906523,1
505,2.9405545752118702,1
506,-0.06364368825787647,1
507,0.057121411262005164,1
508,-0.4368589719852793,1
509,0.014187127497188454,1
510,0.6193836876486387,1
511,-0.9735481954155241,1
512,0.9709543168911864,1
513,0.9670828808607388,1
514,-0.41068861191839867,1
515,0.5879814103813595,1
516,-0.9625745239855976,1
517,0.47020731618559686,1
518,0.3443968505883923,1
519,0.1537888318901135,1
520,-0.2564691846778407,1
521,0.06136558038289109,1
522,0.6575871354680141,1
523,-0.7503084991457686,1
524,0.6729228903004831,1
525,-0.6424633608992816,1
526,0.8342760952696953,1
527,-0.8788803546028722,1
528,-0.09581165524222984,1
529,-0.28775588227621257,1
530,0.5086112830488813,1
531,0.5509415277693465,1
532,-0.2803282229721147,1
533,0.7042398358484018,1
534,0.47730221985021026,1
535,0.5245231030870683,1
536,-0.8365353155512623,1
537,-0.07742763505455963,1
538,0.6660279337467921,1
539,-1.0719739678721685,1
540,2.1252124311336167,1
541,-1.6799859835989226,1
542,1.3403918013353477,1
543,0.06193067694772596,1
544,0.22932319352180117,1
545,-0.24603173312308274,1
546,-0.7686596123619491,1
547,0.7256235360755391,1
548,-0.5655113315701272,1
549,2.4733922621471276,1
550,1.4768174444498454,1
551,-1.8959048093524418,1
552,0.7888363106223094,1
553,1.1211318215762809,1
554,0.20841277589883817,1
555,-0.3422130384188119,1
556,0.8759805000188754,1
