t,value,concept
1,-0.11381727034700109,1
2,-1.0187479852480135,1
3,-1.2223720813109573,1
4,-2.029071911294003,1
5,-1.8709957878217085,1
6,-0.815728508596187,1
7,-2.2530736183248834,1
8,-3.4790702030636647,1
9,-1.867721170851544,1
10,-3.2079376269310655,1
11,-4.20917994519962,1
12,-2.9003035153921473,1
13,-3.26853875341341,1
14,-4.341954034772112,1
15,-3.739432862386023,1
16,-4.4817428350647806,1
17,-6.050850575139348,1
18,-5.528031097888373,1
19,-6.191693464473638,1
20,-7.528239947386322,1
21,-8.4097243987609,1
22,-8.406225888499343,1
23,-9.257127088734416,1
24,-8.808435226412495,1
25,-9.71764674668272,1
26,-10.526163591485657,1
27,-9.92146959197139,1
28,-9.676331476302796,1
29,-9.767979855930218,1
30,-10.32816594410566,1
31,-10.55463469647817,1
32,-10.13996072903426,1
33,-10.34095012141734,1
34,-11.315905676857636,1
35,-11.782860848652117,1
36,-11.13849088952942,1
37,-11.370926580524689,1
38,-11.467251097085304,1
39,-11.513135241373158,1
40,-11.366915087018372,1
41,-12.069774858621294,1
42,-11.767158654669494,1
43,-12.031291456921924,1
44,-13.013629129548688,1
45,-12.675057452774444,1
46,-12.551105084624567,1
47,-12.20151605846024,1
48,-12.772616663650576,1
49,-14.32746831138258,1
50,-13.434570112400168,1
51,-14.078761584185031,1
52,-14.746607891806082,1
53,-12.095669296739837,1
54,-12.619353521855556,1
55,-14.59256054424934,1
56,-12.060268533950268,1
57,-12.494013619618151,1
58,-14.419385421509253,1
59,-13.27236900989263,1
60,-13.323959306615308,1
61,-15.347992806678327,1
62,-13.804902081918407,1
63,-13.926776955317399,1
64,-15.156066125087543,1
65,-14.364390362725926,1
66,-13.896345228287181,1
67,-14.689462941789861,1
68,-14.25201029327944,1
69,-15.266841368078408,1
70,-14.89741485564251,1
71,-13.130911686132581,1
72,-13.78755931655363,1
73,-14.132500006378626,1
74,-14.63383055584348,1
75,-15.417717114029093,1
76,-16.01675613116895,1
77,-15.566343931336293,1
78,-15.879575740907455,1
79,-16.332734026038494,1
80,-15.851211734151999,1
81,-15.736529736918367,1
82,-16.152246812500643,1
83,-15.668781261081671,1
84,-15.920873640133415,1
85,-16.351944566128672,1
86,-16.082193604027154,1
87,-16.753660753231895,1
88,-17.49552717979982,1
89,-16.54555196233171,1
90,-16.435563661043624,1
91,-16.371826569877424,1
92,-16.75467427881368,1
93,-16.185386808311158,1
94,-16.4644701045919,1
95,-16.406014507438286,1
96,-15.665307942292443,1
97,-16.467969983438884,1
98,-17.150791461103342,1
99,-16.70164713900979,1
100,-17.144214142114755,1
101,-17.616484769198202,1
102,-17.417814221091533,1
103,-19.14012924526737,1
104,-18.930949524306254,1
105,-18.04634161352895,1
106,-19.1246763908284,1
107,-18.24887802673894,1
108,-16.36911810969933,1
