t,value,concept
1,-1.826617201461417,1
2,-0.35879500591660674,1
3,-0.9456817964004268,1
4,-1.8134927549449924,1
5,-1.110906961743246,1
6,-1.423029641265365,1
7,-1.680647754135592,1
8,-0.9793208159199579,1
9,-2.868853912355629,1
10,-1.8934984875116578,1
11,0.36512464621519336,1
12,-0.9527321392968351,1
13,-1.0842454118192255,1
14,0.3411304095538312,1
15,-0.944861778319111,1
16,-2.6162039988443606,1
17,-1.0843328640582361,1
18,-0.6914034028969451,1
19,-3.3131515693748366,1
20,-3.279347691105215,1
21,-2.426531699815054,1
22,-4.855492836710486,1
23,-5.1390063869405385,1
24,-4.24441337992825,1
25,-5.309798196015702,1
26,-5.732922544778158,1
27,-4.747193203527506,1
28,-5.48466337354431,1
29,-5.384243760646091,1
30,-3.484544427843119,1
31,-4.765569330908497,1
32,-5.139117506593026,1
33,-3.9141549339537294,1
34,-5.050948326760412,1
35,-5.679916656934286,1
36,-5.477627412818812,1
37,-5.781001718973837,1
38,-5.298967413047513,1
39,-4.202267315384374,1
40,-5.390044214049579,1
41,-4.6217494157950725,1
42,-3.9252258306301955,1
43,-3.807517661769443,1
44,-3.789159068167341,1
45,-2.9749816616620444,1
46,-3.649636217937987,1
47,-3.6138583715178516,1
48,-2.4524429244449486,1
49,-3.447488728188924,1
50,-4.132530490051109,1
51,-3.2065917313407457,1
52,-3.3386608535406297,1
53,-2.620207414583596,1
54,-2.7606163453735513,1
55,-3.6349780019054583,1
56,-3.003595486045073,1
57,-3.3697616172122813,1
58,-3.036747147185397,1
59,-3.130592758109724,1
60,-4.165198158752453,1
61,-2.881193381192409,1
62,-2.405746781032575,1
63,-2.1462077588662356,1
64,-1.2371462306237209,1
65,-2.7574274774407628,1
66,-2.156907492862804,1
67,-1.1277060849429277,1
68,-3.0682187248372648,1
69,-3.0479716722961396,1
70,-2.5098406596449423,1
71,-2.5632041220241066,1
72,-1.8513295845022004,1
73,-1.6617148024896395,1
74,-1.2685879717912285,1
75,-0.10429544000615143,1
76,-0.3746987818803282,1
77,-0.7801415732078321,1
78,1.1811730718070987,1
79,0.5153990999383129,1
80,-0.2099465871667072,1
81,0.19085740458599265,1
82,-0.11038651167248237,1
83,-0.051780491712635324,1
84,0.7410609945600963,1
85,1.094591633301243,1
86,0.5344414453463484,1
87,0.8887513902501901,1
88,0.05265809694614054,1
89,0.8468266820520246,1
90,0.18419130464888744,1
91,0.5416392105023544,1
92,1.623372200233451,1
93,2.051084800424027,1
94,2.5411952009304724,1
95,3.173317377999411,1
96,3.416668410193759,1
97,2.925300405590825,1
98,3.2445187220688534,1
99,3.891810453069998,1
100,3.852997896973763,1
101,3.15272088170344,1
102,3.401833540675602,1
103,3.596310411868672,1
104,2.711524057286055,1
105,3.287804933648054,1
106,4.077897826790177,1
107,2.913986279492624,1
108,2.110605800801175,1
109,1.7466365540719677,1
110,0.4815766852729403,1
111,-0.8030043240321303,1
112,0.8928134119716108,1
113,1.5000322927759564,1
114,0.9862053176722749,1
115,1.2962406786451819,1
116,2.1222198902770284,1
117,1.778395884098158,1
118,2.202852719505282,1
119,3.0298561715840475,1
120,2.6060051326986677,1
121,3.6341787032449817,1
122,3.9268016488700646,1
123,3.239471230192452,1
124,4.89898130301264,1
125,5.454617146642868,1
126,4.932924520720697,1
127,6.44951074932548,1
128,6.827413309524498,1
129,6.802708819949972,1
130,7.799137605417106,1
131,8.331345903967453,1
132,7.874213687600453,1
133,8.455630859502062,1
134,7.674688687915563,1
135,6.262063341663664,1
136,5.748130977524441,1
137,5.898855864873357,1
138,4.841111461305413,1
139,3.9518651697306995,1
140,4.298370353520289,1
141,3.717684549289846,1
142,2.915950499742015,1
143,3.057878464621902,1
144,1.6714211903316092,1
145,0.9491290940007928,1
146,0.537169165553796,1
147,-0.16646913634088695,1
148,-0.6557977588116801,1
149,-0.28832653214528847,1
150,-1.3402627738468647,1
151,-1.3158172818946186,1
152,-0.5844411670165072,1
153,-0.7951397627616312,1
154,-0.7695032340484944,1
155,0.40347496896232227,1
156,-0.37736259091248164,1
157,0.226096099733195,1
158,1.530443368113864,1
159,1.4420104586357758,1
160,0.395707546360313,1
161,1.5365556538874496,1
162,1.1546587941887778,1
163,0.374217666624517,1
164,0.7720019860158613,1
165,0.030825175610097566,1
166,-0.8725719426400644,1
167,-0.7289263046560237,1
168,-2.369960455565057,1
169,-3.3629310253157696,1
170,-2.220898087019486,1
171,-1.8242280304041039,1
172,-3.3061097156532555,1
173,-2.253484311738265,1
174,-1.033756345972901,1
175,-2.561999267709806,1
176,-1.8087267658763477,1
177,-0.1665197391865978,1
178,-1.5491139400199265,1
179,-1.1982076999351035,1
180,0.20000009866947902,1
181,-0.8630105902575443,1
182,-1.5683760176758927,1
183,-0.3913566664892314,1
184,-0.24668179464359774,1
185,0.08828070858742953,1
